season,round,date,name,venue,heat,phase,gate,rider,points,position,rank
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,20,main,,Eduard Krčmář,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,20,main,,Maciej Janowski,,t,5
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,21,semi,,Emil Sajfutdinow,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,21,semi,,Martin Vaculik,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,21,semi,,Fredrik Lindgren,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,21,semi,,Artiom Łaguta,0,4,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,22,semi,,Bartosz Zmarzlik,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,22,semi,,Tai Woffinden,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,22,semi,,Jason Doyle,0,x,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,22,semi,,Leon Madsen,0,x,4
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,23,final,,Bartosz Zmarzlik,3,1,1
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,23,final,,Tai Woffinden,2,2,2
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,23,final,,Martin Vaculik,1,3,3
2020,5,2020-09-18,5. runda Grand Prix w Pradze,Pradze,23,final,,Emil Sajfutdinow,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,1,main,,Tai Woffinden,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,1,main,,Max Fricke,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,1,main,,Leon Madsen,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,1,main,,Antonio Lindbäck,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,2,main,,Bartosz Zmarzlik,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,2,main,,Martin Vaculik,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,2,main,,Jason Doyle,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,2,main,,Mikkel Michelsen,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,3,main,,Fredrik Lindgren,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,3,main,,Patryk Dudek,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,3,main,,Emil Sajfutdinow,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,3,main,,Vaclav Milik,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,4,main,,Maciej Janowski,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,4,main,,Matej Žagar,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,4,main,,Niels Kristian Iversen,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,4,main,,Artiom Łaguta,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,5,main,,Tai Woffinden,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,5,main,,Vaclav Milik,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,5,main,,Artiom Łaguta,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,5,main,,Mikkel Michelsen,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,6,main,,Maciej Janowski,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,6,main,,Jason Doyle,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,6,main,,Leon Madsen,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,6,main,,Patryk Dudek,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,7,main,,Bartosz Zmarzlik,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,7,main,,Fredrik Lindgren,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,7,main,,Antonio Lindbäck,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,7,main,,Niels Kristian Iversen,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,8,main,,Martin Vaculik,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,8,main,,Matej Žagar,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,8,main,,Emil Sajfutdinow,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,8,main,,Max Fricke,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,9,main,,Fredrik Lindgren,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,9,main,,Tai Woffinden,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,9,main,,Matej Žagar,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,9,main,,Jason Doyle,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,10,main,,Mikkel Michelsen,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,10,main,,Leon Madsen,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,10,main,,Niels Kristian Iversen,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,10,main,,Emil Sajfutdinow,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,11,main,,Martin Vaculik,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,11,main,,Antonio Lindbäck,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,11,main,,Maciej Janowski,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,11,main,,Vaclav Milik,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,12,main,,Bartosz Zmarzlik,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,12,main,,Max Fricke,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,12,main,,Artiom Łaguta,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,12,main,,Patryk Dudek,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,13,main,,Emil Sajfutdinow,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,13,main,,Bartosz Zmarzlik,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,13,main,,Tai Woffinden,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,13,main,,Maciej Janowski,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,14,main,,Artiom Łaguta,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,14,main,,Fredrik Lindgren,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,14,main,,Leon Madsen,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,14,main,,Martin Vaculik,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,15,main,,Patryk Dudek,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,15,main,,Antonio Lindbäck,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,15,main,,Matej Žagar,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,15,main,,Mikkel Michelsen,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,16,main,,Jason Doyle,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,16,main,,Max Fricke,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,16,main,,Niels Kristian Iversen,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,16,main,,Vaclav Milik,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,17,main,,Tai Woffinden,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,17,main,,Martin Vaculik,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,17,main,,Patryk Dudek,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,17,main,,Niels Kristian Iversen,0,x,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,18,main,,Leon Madsen,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,18,main,,Bartosz Zmarzlik,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,18,main,,Matej Žagar,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,18,main,,Eduard Krčmář,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,18,main,,Vaclav Milik,,x,5
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,19,main,,Jason Doyle,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,19,main,,Emil Sajfutdinow,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,19,main,,Artiom Łaguta,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,19,main,,Antonio Lindbäck,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,20,main,,Maciej Janowski,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,20,main,,Fredrik Lindgren,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,20,main,,Max Fricke,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,20,main,,Mikkel Michelsen,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,21,semi,,Bartosz Zmarzlik,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,21,semi,,Jason Doyle,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,21,semi,,Leon Madsen,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,21,semi,,Maciej Janowski,0,d,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,22,semi,,Fredrik Lindgren,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,22,semi,,Tai Woffinden,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,22,semi,,Martin Vaculik,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,22,semi,,Emil Sajfutdinow,0,4,4
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,23,final,,Bartosz Zmarzlik,3,1,1
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,23,final,,Tai Woffinden,2,2,2
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,23,final,,Jason Doyle,1,3,3
2020,6,2020-09-19,6. runda Grand Prix w Pradze,Pradze,23,final,,Fredrik Lindgren,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,1,main,,Max Fricke,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,1,main,,Martin Vaculik,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,1,main,,Jason Doyle,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,1,main,,Mikkel Michelsen,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,2,main,,Matej Žagar,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,2,main,,Jack Holder,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,2,main,,Leon Madsen,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,2,main,,Emil Sajfutdinow,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,3,main,,Bartosz Zmarzlik,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,3,main,,Patryk Dudek,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,3,main,,Antonio Lindbäck,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,3,main,,Niels Kristian Iversen,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,4,main,,Maciej Janowski,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,4,main,,Fredrik Lindgren,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,4,main,,Artiom Łaguta,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,4,main,,Tai Woffinden,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,5,main,,Tai Woffinden,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,5,main,,Matej Žagar,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,5,main,,Max Fricke,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,5,main,,Bartosz Zmarzlik,0,x,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,6,main,,Artiom Łaguta,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,6,main,,Jason Doyle,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,6,main,,Jack Holder,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,6,main,,Patryk Dudek,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,7,main,,Leon Madsen,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,7,main,,Maciej Janowski,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,7,main,,Mikkel Michelsen,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,7,main,,Niels Kristian Iversen,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,8,main,,Emil Sajfutdinow,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,8,main,,Fredrik Lindgren,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,8,main,,Martin Vaculik,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,8,main,,Antonio Lindbäck,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,9,main,,Fredrik Lindgren,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,9,main,,Max Fricke,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,9,main,,Jack Holder,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,9,main,,Niels Kristian Iversen,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,10,main,,Maciej Janowski,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,10,main,,Jason Doyle,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,10,main,,Matej Žagar,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,10,main,,Antonio Lindbäck,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,11,main,,Emil Sajfutdinow,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,11,main,,Bartosz Zmarzlik,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,11,main,,Artiom Łaguta,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,11,main,,Mikkel Michelsen,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,12,main,,Tai Woffinden,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,12,main,,Leon Madsen,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,12,main,,Martin Vaculik,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,12,main,,Patryk Dudek,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,13,main,,Leon Madsen,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,13,main,,Artiom Łaguta,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,13,main,,Max Fricke,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,13,main,,Antonio Lindbäck,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,14,main,,Emil Sajfutdinow,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,14,main,,Jason Doyle,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,14,main,,Tai Woffinden,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,14,main,,Niels Kristian Iversen,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,15,main,,Patryk Dudek,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,15,main,,Fredrik Lindgren,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,15,main,,Matej Žagar,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,15,main,,Mikkel Michelsen,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,16,main,,Martin Vaculik,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,16,main,,Maciej Janowski,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,16,main,,Bartosz Zmarzlik,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,16,main,,Jack Holder,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,17,main,,Max Fricke,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,17,main,,Maciej Janowski,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,17,main,,Emil Sajfutdinow,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,17,main,,Patryk Dudek,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,18,main,,Bartosz Zmarzlik,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,18,main,,Jason Doyle,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,18,main,,Fredrik Lindgren,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,18,main,,Leon Madsen,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,19,main,,Tai Woffinden,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,19,main,,Jack Holder,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,19,main,,Mikkel Michelsen,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,19,main,,Antonio Lindbäck,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,20,main,,Martin Vaculik,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,20,main,,Artiom Łaguta,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,20,main,,Matej Žagar,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,20,main,,Niels Kristian Iversen,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,21,semi,,Max Fricke,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,21,semi,,Maciej Janowski,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,21,semi,,Fredrik Lindgren,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,21,semi,,Leon Madsen,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,22,semi,,Bartosz Zmarzlik,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,22,semi,,Tai Woffinden,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,22,semi,,Emil Sajfutdinow,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,22,semi,,Martin Vaculik,0,4,4
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,23,final,,Max Fricke,3,1,1
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,23,final,,Maciej Janowski,2,2,2
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,23,final,,Tai Woffinden,1,3,3
2020,7,2020-10-02,7. runda Speedway Grand Prix w Toruniu,Toruniu,23,final,,Bartosz Zmarzlik,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,1,main,,Maciej Janowski,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,1,main,,Matej Žagar,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,1,main,,Emil Sajfutdinow,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,1,main,,Niels Kristian Iversen,0,x,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,2,main,,Fredrik Lindgren,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,2,main,,Tai Woffinden,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,2,main,,Bartosz Zmarzlik,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,2,main,,Artiom Łaguta,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,3,main,,Jason Doyle,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,3,main,,Max Fricke,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,3,main,,Jack Holder,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,3,main,,Martin Vaculik,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,4,main,,Antonio Lindbäck,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,4,main,,Leon Madsen,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,4,main,,Mikkel Michelsen,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,4,main,,Patryk Dudek,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,5,main,,Maciej Janowski,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,5,main,,Fredrik Lindgren,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,5,main,,Patryk Dudek,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,5,main,,Jason Doyle,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,6,main,,Tai Woffinden,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,6,main,,Max Fricke,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,6,main,,Niels Kristian Iversen,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,6,main,,Mikkel Michelsen,0,x,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,7,main,,Bartosz Zmarzlik,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,7,main,,Emil Sajfutdinow,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,7,main,,Jack Holder,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,7,main,,Antonio Lindbäck,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,8,main,,Artiom Łaguta,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,8,main,,Martin Vaculik,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,8,main,,Leon Madsen,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,8,main,,Matej Žagar,0,d,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,9,main,,Leon Madsen,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,9,main,,Tai Woffinden,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,9,main,,Jack Holder,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,9,main,,Maciej Janowski,0,d,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,10,main,,Fredrik Lindgren,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,10,main,,Martin Vaculik,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,10,main,,Niels Kristian Iversen,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,10,main,,Antonio Lindbäck,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,11,main,,Artiom Łaguta,3,1,1
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,11,main,,Jason Doyle,2,2,2
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,11,main,,Emil Sajfutdinow,1,3,3
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,11,main,,Mikkel Michelsen,0,4,4
2020,8,2020-10-03,8. runda Speedway Grand Prix w Toruniu,Toruniu,12,main,,Patryk Dudek,3,1,1
